iShares MSCI ACWI ETF
Fund Holdings as of,"Sep 21, 2026"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"206,800,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"HLMA","HALMA PLC","Information Technology","Equity","4,750,464.59","0.01","4,750,464.59","99,222.00","47.88","United Kingdom","London Stock Exchange","USD","0.75","GBP","-"
"LYB","LYONDELLBASELL INDUSTRIES CLASS A","Materials","Equity","4,741,912.08","0.01","4,741,912.08","78,717.00","60.24","United States","NYSE","USD","1.00","USD","-"
"CEMEXCPO","CEMEX CPO","Materials","Equity","4,738,994.37","0.01","4,738,994.37","4,722,412.00","1.00","Mexico","Bolsa Mexicana De Valores","USD","17.23","MXN","-"
"FBK","FINECOBANK BANCA FINECO","Financials","Equity","4,732,326.96","0.01","4,732,326.96","176,952.00","26.74","Italy","Borsa Italiana","USD","0.87","EUR","-"
"KGH","KGHM POLSKA MIEDZ SA","Materials","Equity","4,734,073.30","0.01","4,734,073.30","52,000.00","91.04","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","3.79","PLN","-"
"9987","YUM CHINA HOLDINGS INC","Consumer Discretionary","Equity","4,716,619.61","0.01","4,716,619.61","113,515.00","41.55","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"CIMB","CIMB GROUP HOLDINGS","Financials","Equity","4,705,758.43","0.01","4,705,758.43","2,508,200.00","1.88","Malaysia","Bursa Malaysia","USD","4.08","MYR","-"
"EG","EVEREST GROUP","Financials","Equity","4,688,309.22","0.01","4,688,309.22","12,691.00","369.42","United States","NYSE","USD","1.00","USD","-"
"BEL","BHARAT ELECTRONICS LTD","Industrials","Equity","4,689,923.85","0.01","4,689,923.85","1,127,656.00","4.16","India","National Stock Exchange Of India","USD","95.82","INR","-"
"ABEV3","AMBEV SA","Consumer Staples","Equity","4,681,153.26","0.01","4,681,153.26","1,542,440.00","3.03","Brazil","XBSP","USD","5.11","BRL","-"
"5713","SUMITOMO METAL MINING","Materials","Equity","4,674,557.87","0.01","4,674,557.87","76,600.00","61.03","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"SOON","SONOVA HOLDING AG","Health Care","Equity","4,675,040.81","0.01","4,675,040.81","16,193.00","288.71","Switzerland","SIX Swiss Exchange","USD","0.82","CHF","-"
"WY","WEYERHAEUSER REIT","Real Estate","Equity","4,671,573.50","0.01","4,671,573.50","222,350.00","21.01","United States","NYSE","USD","1.00","USD","-"
"PTT.R","PTT NON-VOTING DR","Energy","Equity","4,666,386.18","0.01","4,666,386.18","3,697,000.00","1.26","Thailand","Stock Exchange Of Thailand","USD","33.28","THB","-"
"AGI","ALAMOS GOLD CLASS A","Materials","Equity","4,661,750.63","0.01","4,661,750.63","132,278.00","35.24","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"SY1","SYMRISE AG","Materials","Equity","4,659,562.88","0.01","4,659,562.88","44,581.00","104.52","Germany","Xetra","USD","0.87","EUR","-"
"PNFP","PINNACLE FINANCIAL PARTNERS","Financials","Equity","4,635,572.58","0.01","4,635,572.58","48,042.00","96.49","United States","NYSE","USD","1.00","USD","-"
"SUN","SUNCORP GROUP","Financials","Equity","4,629,687.45","0.01","4,629,687.45","332,322.00","13.93","Australia","Asx - All Markets","USD","1.40","AUD","-"
"EMA","EMERA INC","Utilities","Equity","4,626,501.79","0.01","4,626,501.79","94,751.00","48.83","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"DSCT","ISRAEL DISCOUNT BANK LTD","Financials","Equity","4,619,017.46","0.01","4,619,017.46","385,178.00","11.99","Israel","Tel Aviv Stock Exchange","USD","3.01","ILS","-"
"8697","JAPAN EXCHANGE GROUP","Financials","Equity","4,616,508.02","0.01","4,616,508.02","325,200.00","14.20","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"NTPC","NTPC LTD","Utilities","Equity","4,612,305.84","0.01","4,612,305.84","1,353,964.00","3.41","India","National Stock Exchange Of India","USD","95.82","INR","-"
"DKK","DKK CASH","Cash and/or Derivatives","Cash","4,608,307.84","0.01","4,608,307.84","30,027,503.00","15.35","Denmark","-","USD","6.52","DKK","-"
"4507","SHIONOGI","Health Care","Equity","4,609,751.71","0.01","4,609,751.71","245,700.00","18.76","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"S68","SINGAPORE EXCHANGE","Financials","Equity","4,602,368.43","0.01","4,602,368.43","263,100.00","17.49","Singapore","Singapore Exchange","USD","1.28","SGD","-"
"ETE","NATIONAL BANK OF GREECE","Financials","Equity","4,591,945.26","0.01","4,591,945.26","229,495.00","20.01","Greece","Athens Exchange S.A. Cash Market","USD","0.87","EUR","-"
"7733","OLYMPUS","Health Care","Equity","4,593,770.44","0.01","4,593,770.44","360,800.00","12.73","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"NLY","ANNALY CAPITAL MANAGEMENT REIT","Financials","Equity","4,589,278.98","0.01","4,589,278.98","215,358.00","21.31","United States","NYSE","USD","1.00","USD","-"
"GIB.A","CGI INC CLASS A","Information Technology","Equity","4,587,232.15","0.01","4,587,232.15","65,970.00","69.54","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"TRU","TRANSUNION","Industrials","Equity","4,582,593.93","0.01","4,582,593.93","64,173.00","71.41","United States","NYSE","USD","1.00","USD","-"
"BN4","KEPPEL","Industrials","Equity","4,575,663.62","0.01","4,575,663.62","527,400.00","8.68","Singapore","Singapore Exchange","USD","1.28","SGD","-"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","4,576,043.34","0.01","4,576,043.34","87,967.00","52.02","United States","NYSE","USD","1.00","USD","-"
"1928","SEKISUI HOUSE","Consumer Discretionary","Equity","4,571,614.54","0.01","4,571,614.54","214,900.00","21.27","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"SRG","SNAM","Utilities","Equity","4,569,891.09","0.01","4,569,891.09","704,238.00","6.49","Italy","Borsa Italiana","USD","0.87","EUR","-"
"6988","NITTO DENKO","Materials","Equity","4,555,149.71","0.01","4,555,149.71","212,100.00","21.48","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"6594","NIDEC","Industrials","Equity","4,544,934.75","0.01","4,544,934.75","250,600.00","18.14","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"NVR","NVR","Consumer Discretionary","Equity","4,536,500.35","0.01","4,536,500.35","733.00","6,188.95","United States","NYSE","USD","1.00","USD","-"
"KRX","KINGSPAN GROUP PLC","Industrials","Equity","4,524,592.32","0.01","4,524,592.32","40,324.00","112.21","Ireland","Irish Stock Exchange - All Market","USD","0.87","EUR","-"
"000810","SAMSUNG FIRE & MARINE INSURANCE LT","Financials","Equity","4,525,212.29","0.01","4,525,212.29","9,602.00","471.28","Korea (South)","Korea Exchange (Stock Market)","USD","1,381.35","KRW","-"
"RIVN","RIVIAN AUTOMOTIVE INC CLASS A","Consumer Discretionary","Equity","4,526,131.20","0.01","4,526,131.20","294,670.00","15.36","United States","NASDAQ","USD","1.00","USD","-"
"MTZ","MASTEC INC","Industrials","Equity","4,523,086.80","0.01","4,523,086.80","20,292.00","222.90","United States","NYSE","USD","1.00","USD","-"
"FN","FABRINET","Information Technology","Equity","4,514,048.37","0.01","4,514,048.37","11,241.00","401.57","United States","NYSE","USD","1.00","USD","-"
"6223","MPI CORP","Information Technology","Equity","4,498,992.32","0.01","4,498,992.32","26,000.00","173.04","Taiwan","Gretai Securities Market","USD","31.76","TWD","-"
"TOST","TOAST CLASS A","Financials","Equity","4,496,760.40","0.01","4,496,760.40","150,898.00","29.80","United States","NYSE","USD","1.00","USD","-"
"WPC","W. P. CAREY REIT","Real Estate","Equity","4,478,496.20","0.01","4,478,496.20","67,651.00","66.20","United States","NYSE","USD","1.00","USD","-"
"MZTF","MIZRAHI TEFAHOT BANK LTD","Financials","Equity","4,479,709.86","0.01","4,479,709.86","56,346.00","79.50","Israel","Tel Aviv Stock Exchange","USD","3.01","ILS","-"
"ORG","ORIGIN ENERGY","Utilities","Equity","4,474,493.50","0.01","4,474,493.50","537,595.00","8.32","Australia","Asx - All Markets","USD","1.40","AUD","-"
"034730","SK INC","Industrials","Equity","4,462,717.63","0.01","4,462,717.63","10,721.00","416.26","Korea (South)","Korea Exchange (Stock Market)","USD","1,381.35","KRW","-"
"IAG","INSURANCE AUSTRALIA GROUP","Financials","Equity","4,455,955.28","0.01","4,455,955.28","771,987.00","5.77","Australia","Asx - All Markets","USD","1.40","AUD","-"
"HINDALCO","HINDALCO INDUSTRIES LTD","Materials","Equity","4,447,738.01","0.01","4,447,738.01","434,331.00","10.24","India","National Stock Exchange Of India","USD","95.82","INR","-"
"TLS","TELSTRA GROUP","Communication","Equity","4,446,274.77","0.01","4,446,274.77","1,291,824.00","3.44","Australia","Asx - All Markets","USD","1.40","AUD","-"
"9532","OSAKA GAS","Utilities","Equity","4,446,527.39","0.01","4,446,527.39","115,300.00","38.56","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"EMBJ3","EMBRAER","Industrials","Equity","4,432,596.92","0.01","4,432,596.92","229,948.00","19.28","Brazil","XBSP","USD","5.11","BRL","-"
"SHL","SIEMENS HEALTHINEERS AG","Health Care","Equity","4,418,941.67","0.01","4,418,941.67","101,438.00","43.56","Germany","Xetra","USD","0.87","EUR","-"
"RI","PERNOD RICARD SA","Consumer Staples","Equity","4,419,226.82","0.01","4,419,226.82","64,585.00","68.43","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"2503","KIRIN HOLDINGS","Consumer Staples","Equity","4,408,188.28","0.01","4,408,188.28","243,700.00","18.09","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"175","GEELY AUTOMOBILE HOLDINGS LTD","Consumer Discretionary","Equity","4,402,405.09","0.01","4,402,405.09","2,171,000.00","2.03","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"NBIX","NEUROCRINE BIOSCIENCES","Health Care","Equity","4,397,690.08","0.01","4,397,690.08","30,548.00","143.96","United States","NASDAQ","USD","1.00","USD","-"
"8795","T&D HOLDINGS","Financials","Equity","4,399,331.96","0.01","4,399,331.96","139,900.00","31.45","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Real Estate","Equity","4,383,556.80","0.01","4,383,556.80","36,880.00","118.86","United States","NYSE","USD","1.00","USD","-"
"DIVISLAB","DIVIS LABORATORIES LTD","Health Care","Equity","4,376,613.58","0.01","4,376,613.58","44,562.00","98.21","India","National Stock Exchange Of India","USD","95.82","INR","-"
"URW","UNIBAIL RODAMCO WE STAPLED UNITS","Real Estate","Equity","4,370,820.05","0.01","4,370,820.05","40,745.00","107.27","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"KNIN","KUEHNE UND NAGEL INTERNATIONAL AG","Industrials","Equity","4,368,935.56","0.01","4,368,935.56","15,954.00","273.85","Switzerland","SIX Swiss Exchange","USD","0.82","CHF","-"
"IAG","IA FINANCIAL INC","Financials","Equity","4,364,610.94","0.01","4,364,610.94","28,240.00","154.55","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"EQT","EQT","Financials","Equity","4,361,005.82","0.01","4,361,005.82","141,189.00","30.89","Sweden","Nasdaq Omx Nordic","USD","9.83","SEK","-"
"TATASTEEL","TATA STEEL LTD","Materials","Equity","4,361,415.80","0.01","4,361,415.80","2,278,596.00","1.91","India","National Stock Exchange Of India","USD","95.82","INR","-"
"ITRK","INTERTEK GROUP PLC","Industrials","Equity","4,342,127.24","0.01","4,342,127.24","55,312.00","78.50","United Kingdom","London Stock Exchange","USD","0.75","GBP","-"
"1812","KAJIMA","Industrials","Equity","4,312,656.61","0.01","4,312,656.61","136,400.00","31.62","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"RO","ROCHE HOLDING AG","Health Care","Equity","4,308,461.93","0.01","4,308,461.93","9,477.00","454.62","Switzerland","SIX Swiss Exchange","USD","0.82","CHF","-"
"ADVANC.R","ADVANCED INFO SERVICE NON-VOTING D","Communication","Equity","4,305,893.31","0.01","4,305,893.31","414,100.00","10.40","Thailand","Stock Exchange Of Thailand","USD","33.28","THB","-"
"SN","SHARKNINJA","Consumer Discretionary","Equity","4,293,192.50","0.01","4,293,192.50","25,631.00","167.50","United States","NYSE","USD","1.00","USD","-"
"6446","PHARMAESSENTIA","Health Care","Equity","4,262,923.54","0.01","4,262,923.54","117,716.00","36.21","Taiwan","Taiwan Stock Exchange","USD","31.76","TWD","-"
"600519","KWEICHOW MOUTAI A","Consumer Staples","Equity","4,254,177.27","0.01","4,254,177.27","22,732.00","187.14","China","Shanghai Stock Exchange","USD","6.70","CNY","-"
"H","HYDRO ONE","Utilities","Equity","4,255,382.82","0.01","4,255,382.82","116,365.00","36.57","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"S63","SINGAPORE TECHNOLOGIES ENGINEERING","Industrials","Equity","4,233,520.91","0.01","4,233,520.91","519,900.00","8.14","Singapore","Singapore Exchange","USD","1.28","SGD","-"
"CCH","COCA COLA HBC AG","Consumer Staples","Equity","4,221,489.52","0.01","4,221,489.52","73,787.00","57.21","United Kingdom","London Stock Exchange","USD","0.75","GBP","-"
"WALMEX*","WALMART DE MEXICO V","Consumer Staples","Equity","4,217,126.03","0.01","4,217,126.03","1,608,211.00","2.62","Mexico","Bolsa Mexicana De Valores","USD","17.23","MXN","-"
"1802","OBAYASHI","Industrials","Equity","4,211,165.58","0.01","4,211,165.58","215,100.00","19.58","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"7453","RYOHIN KEIKAKU","Consumer Discretionary","Equity","4,211,173.20","0.01","4,211,173.20","168,100.00","25.05","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"AKRBP","AKER BP","Energy","Equity","4,191,975.28","0.01","4,191,975.28","112,377.00","37.30","Norway","Oslo Bors Asa","USD","9.43","NOK","-"
"PHOE","PHOENIX FINANCIAL LTD","Financials","Equity","4,180,439.19","0.01","4,180,439.19","67,589.00","61.85","Israel","Tel Aviv Stock Exchange","USD","3.01","ILS","-"
"033780","KT&G CORP","Consumer Staples","Equity","4,172,659.50","0.01","4,172,659.50","33,164.00","125.82","Korea (South)","Korea Exchange (Stock Market)","USD","1,381.35","KRW","-"
"EQX","EQUINOX GOLD","Materials","Equity","4,165,999.22","0.01","4,165,999.22","341,629.00","12.19","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"AGS","AGEAS","Financials","Equity","4,159,587.78","0.01","4,159,587.78","47,300.00","87.94","Belgium","Nyse Euronext - Euronext Brussels","USD","0.87","EUR","-"
"INDU C","INDUSTRIVARDEN SERIES","Financials","Equity","4,154,895.02","0.01","4,154,895.02","75,684.00","54.90","Sweden","Nasdaq Omx Nordic","USD","9.83","SEK","-"
"SVT","SEVERN TRENT PLC","Utilities","Equity","4,147,825.05","0.01","4,147,825.05","100,438.00","41.30","United Kingdom","London Stock Exchange","USD","0.75","GBP","-"
"CHTR","CHARTER COMMUNICATIONS CLASS A","Communication","Equity","4,137,652.40","0.01","4,137,652.40","33,544.00","123.35","United States","NASDAQ","USD","1.00","USD","-"
"HEI","HEICO","Industrials","Equity","4,119,086.79","0.01","4,119,086.79","13,593.00","303.03","United States","NYSE","USD","1.00","USD","-"
"INF","INFORMA PLC","Communication","Equity","4,093,867.88","0.01","4,093,867.88","341,497.00","11.99","United Kingdom","London Stock Exchange","USD","0.75","GBP","-"
"BBRI","BANK RAKYAT INDONESIA (PERSERO)","Financials","Equity","4,090,932.08","0.01","4,090,932.08","22,103,430.00","0.19","Indonesia","Indonesia Stock Exchange","USD","17,830.00","IDR","-"
"BKT","BANKINTER SA","Financials","Equity","4,091,672.72","0.01","4,091,672.72","211,590.00","19.34","Spain","Bolsa De Madrid","USD","0.87","EUR","-"
"3407","ASAHI KASEI","Materials","Equity","4,078,361.64","0.01","4,078,361.64","401,400.00","10.16","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"FDXF","FEDEX FREIGHT HOLDING COMPANY INC","Industrials","Equity","4,074,252.00","0.01","4,074,252.00","34,645.00","117.60","United States","NYSE","USD","1.00","USD","-"
"6361","EBARA","Industrials","Equity","4,071,128.12","0.01","4,071,128.12","148,300.00","27.45","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"MAS","MASCO","Industrials","Equity","4,072,461.06","0.01","4,072,461.06","60,119.00","67.74","United States","NYSE","USD","1.00","USD","-"
"TWD","TWD CASH","Cash and/or Derivatives","Cash","4,057,558.70","0.01","4,057,558.70","128,851,834.00","3.15","Taiwan","-","USD","31.76","TWD","-"
"DAL","DELTA AIR LINES","Industrials","Equity","4,059,330.00","0.01","4,059,330.00","49,204.00","82.50","United States","NYSE","USD","1.00","USD","-"
"FOXA","FOX CLASS A","Communication","Equity","4,053,780.72","0.01","4,053,780.72","62,568.00","64.79","United States","NASDAQ","USD","1.00","USD","-"
"IOT","SAMSARA CLASS A","Information Technology","Equity","4,046,389.20","0.01","4,046,389.20","106,344.00","38.05","United States","NYSE","USD","1.00","USD","-"
"SOL","WASHINGTON H SOUL PATTINSON & COMP","Financials","Equity","4,040,076.01","0.01","4,040,076.01","124,440.00","32.47","Australia","Asx - All Markets","USD","1.40","AUD","-"
"TRI","THOMSON REUTERS CORP","Industrials","Equity","4,024,459.57","0.01","4,024,459.57","42,087.00","95.62","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"SCG","SCENTRE GROUP","Real Estate","Equity","4,014,411.08","0.01","4,014,411.08","1,632,890.00","2.46","Australia","Asx - All Markets","USD","1.40","AUD","-"
"AGN","AEGON","Financials","Equity","3,995,943.79","0.01","3,995,943.79","436,893.00","9.15","Netherlands","Euronext Amsterdam","USD","0.87","EUR","-"
"EUROB","EUROBANK SA","Financials","Equity","3,989,145.29","0.01","3,989,145.29","733,696.00","5.44","Greece","Athens Exchange S.A. Cash Market","USD","0.87","EUR","-"
"MAERSK B","A P MOLLER MAERSK B","Industrials","Equity","3,979,920.04","0.01","3,979,920.04","1,104.00","3,605.00","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.52","DKK","-"
"6525","KOKUSAI ELECTRIC","Information Technology","Equity","3,977,278.93","0.01","3,977,278.93","70,500.00","56.42","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"UU.","UNITED UTILITIES GROUP PLC","Utilities","Equity","3,979,600.18","0.01","3,979,600.18","213,009.00","18.68","United Kingdom","London Stock Exchange","USD","0.75","GBP","-"
"TPEIR","PIRAEUS BANK SA","Financials","Equity","3,969,482.83","0.01","3,969,482.83","331,403.00","11.98","Greece","Athens Exchange S.A. Cash Market","USD","0.87","EUR","-"
"SUI","SUN COMMUNITIES REIT INC","Real Estate","Equity","3,965,203.88","0.01","3,965,203.88","34,862.00","113.74","United States","NYSE","USD","1.00","USD","-"
"RCI.B","ROGERS COMMUNICATIONS NON-VOTING I","Communication","Equity","3,946,630.33","0.01","3,946,630.33","114,561.00","34.45","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"POWERGRID","POWER GRID CORPORATION OF INDIA","Utilities","Equity","3,944,252.35","0.01","3,944,252.35","1,420,231.00","2.78","India","National Stock Exchange Of India","USD","95.82","INR","-"
"300750","CONTEMPORARY AMPEREX TECHNOLOGY A","Industrials","Equity","3,941,772.43","0.01","3,941,772.43","88,800.00","44.39","China","Shenzhen Stock Exchange","USD","6.70","CNY","-"
"LVS","LAS VEGAS SANDS","Consumer Discretionary","Equity","3,938,031.90","0.01","3,938,031.90","97,815.00","40.26","United States","NYSE","USD","1.00","USD","-"
"REG","REGENCY CENTERS REIT CORP","Real Estate","Equity","3,933,158.96","0.01","3,933,158.96","53,938.00","72.92","United States","NASDAQ","USD","1.00","USD","-"
"8299","PHISON ELECTRONICS CORP","Information Technology","Equity","3,926,816.98","0.01","3,926,816.98","58,000.00","67.70","Taiwan","Gretai Securities Market","USD","31.76","TWD","-"
"2880","HUA NAN FINANCIAL HOLDINGS","Financials","Equity","3,923,983.94","0.01","3,923,983.94","2,671,169.00","1.47","Taiwan","Taiwan Stock Exchange","USD","31.76","TWD","-"
"STMN","STRAUMANN HOLDING AG","Health Care","Equity","3,915,031.79","0.01","3,915,031.79","33,408.00","117.19","Switzerland","SIX Swiss Exchange","USD","0.82","CHF","-"
"3665","BIZLINK HOLDING INC","Industrials","Equity","3,911,071.92","0.01","3,911,071.92","54,000.00","72.43","Taiwan","Taiwan Stock Exchange","USD","31.76","TWD","-"
"ECHO","ECHOSTAR CLASS A","Communication","Equity","3,907,948.16","0.01","3,907,948.16","40,981.00","95.36","United States","NASDAQ","USD","1.00","USD","-"
"CAD","CAD CASH","Cash and/or Derivatives","Cash","3,900,431.27","0.01","3,900,431.27","5,466,259.00","71.35","Canada","-","USD","1.40","CAD","-"
"7735","SCREEN HOLDINGS LTD","Information Technology","Equity","3,903,095.73","0.01","3,903,095.73","48,000.00","81.31","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"TW","TRADEWEB MARKETS INC CLASS A","Financials","Equity","3,887,211.20","0.01","3,887,211.20","37,216.00","104.45","United States","NASDAQ","USD","1.00","USD","-"
"WN","GEORGE WESTON","Consumer Staples","Equity","3,885,163.97","0.01","3,885,163.97","54,097.00","71.82","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"7186","YOKOHAMA FINANCIAL GROUP","Financials","Equity","3,881,246.55","0.01","3,881,246.55","323,900.00","11.98","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"4307","NOMURA RESEARCH INSTITUTE","Information Technology","Equity","3,876,617.88","0.01","3,876,617.88","118,400.00","32.74","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"ADCB","ABU DHABI COMMERCIAL BANK","Financials","Equity","3,870,882.31","0.01","3,870,882.31","883,030.00","4.38","United Arab Emirates","Abu Dhabi Securities Exchange","USD","3.67","AED","-"
"G1A","GEA GROUP AG","Industrials","Equity","3,867,424.39","0.01","3,867,424.39","51,464.00","75.15","Germany","Xetra","USD","0.87","EUR","-"
"CICT","CAPITALAND INTEGRATED COMMERCIAL T","Real Estate","Equity","3,864,680.59","0.01","3,864,680.59","2,181,920.00","1.77","Singapore","Singapore Exchange","USD","1.28","SGD","-"
"SN.","SMITH AND NEPHEW PLC","Health Care","Equity","3,858,841.90","0.01","3,858,841.90","279,056.00","13.83","United Kingdom","London Stock Exchange","USD","0.75","GBP","-"
"1010","RIYAD BANK","Financials","Equity","3,852,515.00","0.01","3,852,515.00","723,160.00","5.33","Saudi Arabia","Saudi Stock Exchange","USD","3.76","SAR","-"
"267260","HD HYUNDAI ELECTRIC","Industrials","Equity","3,845,629.28","0.01","3,845,629.28","7,440.00","516.89","Korea (South)","Korea Exchange (Stock Market)","USD","1,381.35","KRW","-"
"OMV","OMV","Energy","Equity","3,841,969.82","0.01","3,841,969.82","47,365.00","81.11","Austria","Wiener Boerse Ag","USD","0.87","EUR","-"
"SGE","THE SAGE GROUP","Information Technology","Equity","3,842,963.60","0.01","3,842,963.60","285,076.00","13.48","United Kingdom","London Stock Exchange","USD","0.75","GBP","-"
"9766","KONAMI GROUP","Communication","Equity","3,837,297.98","0.01","3,837,297.98","28,700.00","133.70","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"5016","JX ADVANCED METALS CORP","Materials","Equity","3,833,297.98","0.01","3,833,297.98","168,900.00","22.70","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"TXT","TEXTRON INC","Industrials","Equity","3,836,058.87","0.01","3,836,058.87","48,307.00","79.41","United States","NYSE","USD","1.00","USD","-"
"MKC","MCCORMICK & CO NON-VOTING","Consumer Staples","Equity","3,831,704.86","0.01","3,831,704.86","78,374.00","48.89","United States","NYSE","USD","1.00","USD","-"
"ASRNL","ASR NEDERLAND","Financials","Equity","3,823,064.27","0.01","3,823,064.27","44,788.00","85.36","Netherlands","Euronext Amsterdam","USD","0.87","EUR","-"
"2379","REALTEK SEMICONDUCTOR","Information Technology","Equity","3,821,640.01","0.01","3,821,640.01","164,000.00","23.30","Taiwan","Taiwan Stock Exchange","USD","31.76","TWD","-"
"IMP","IMPALA PLATINUM","Materials","Equity","3,810,219.62","0.01","3,810,219.62","271,585.00","14.03","South Africa","Johannesburg Stock Exchange","USD","16.24","ZAR","-"
"MRU","METRO","Consumer Staples","Equity","3,812,169.45","0.01","3,812,169.45","58,427.00","65.25","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"PZU","PZU SA","Financials","Equity","3,808,694.43","0.01","3,808,694.43","194,724.00","19.56","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","3.79","PLN","-"
"SBSP3","COMPANHIA DE SANEAMENTO BASICO DE","Utilities","Equity","3,803,964.87","0.01","3,803,964.87","695,340.00","5.47","Brazil","XBSP","USD","5.11","BRL","-"
"NHY","NORSK HYDRO","Materials","Equity","3,793,871.35","0.01","3,793,871.35","422,010.00","8.99","Norway","Oslo Bors Asa","USD","9.43","NOK","-"
"386","CHINA PETROLEUM AND CHEMICAL H","Energy","Equity","3,795,230.85","0.01","3,795,230.85","6,639,200.00","0.57","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"NWSA","NEWS CLASS A","Communication","Equity","3,756,426.30","0.01","3,756,426.30","126,479.00","29.70","United States","NASDAQ","USD","1.00","USD","-"
"CARL B","CARLSBERG AS CL B","Consumer Staples","Equity","3,753,164.16","0.01","3,753,164.16","29,010.00","129.37","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.52","DKK","-"
"GALP","GALP ENERGIA SGPS SA CLASS B","Energy","Equity","3,753,175.01","0.01","3,753,175.01","150,129.00","25.00","Portugal","Nyse Euronext - Euronext Lisbon","USD","0.87","EUR","-"
"FLUT","FLUTTER ENTERTAINMENT PLC","Consumer Discretionary","Equity","3,755,913.26","0.01","3,755,913.26","43,241.00","86.86","United States","NYSE","USD","1.00","USD","-"
"EDV","ENDEAVOUR MINING","Materials","Equity","3,744,451.56","0.01","3,744,451.56","60,058.00","62.35","United Kingdom","London Stock Exchange","USD","0.75","GBP","-"
"ENX","EURONEXT NV","Financials","Equity","3,735,383.81","0.01","3,735,383.81","20,387.00","183.22","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"8830","SUMITOMO REALTY & DEVELOPMENT","Real Estate","Equity","3,714,555.33","0.01","3,714,555.33","183,600.00","20.23","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"FORTUM","FORTUM","Utilities","Equity","3,715,870.79","0.01","3,715,870.79","139,363.00","26.66","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.87","EUR","-"
"823","LINK REAL ESTATE INVESTMENT TRUST","Real Estate","Equity","3,712,530.42","0.01","3,712,530.42","777,160.00","4.78","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"LISN","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Consumer Staples","Equity","3,706,907.05","0.01","3,706,907.05","34.00","109,026.68","Switzerland","SIX Swiss Exchange","USD","0.82","CHF","-"
"METSO","METSO CORPORATION","Industrials","Equity","3,705,417.77","0.01","3,705,417.77","186,149.00","19.91","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.87","EUR","-"
"BRL","BRL CASH","Cash and/or Derivatives","Cash","3,692,155.59","0.01","3,692,155.59","18,856,762.00","19.58","Brazil","-","USD","5.11","BRL","-"
